entry_uuid,Category(s),Date,entry_date_dt,Entry,scrape_timestamp,entry_links,category_ids,Sources,entry_text_lower,themes
37e80ab0-1e16-4ada-b76e-57f97b667cbb,"⚖ Collusion with Russia & Obstruction of Justice

📱 Public Statements / Tweets

","July 29, 2020",2020-07-29,"Trump said he did not ask Vladimir Putin about reported bounties on U.S. troops during a call with the Russian leader because it was “fake news.” During an interview with Axios, Trump added that no report about bounties reached his desk and that, contrary to what had been reported, he read his daily intelligence briefings. “You know, I read a lot,” he said. “They like to say I don’t read. I read a lot. I comprehend extraordinarily well, probably better than anybody that you’ve interviewed in a long time. I read a lot.”",2020-11-05 02:35:36.618995,['https://www.politico.com/news/2020/07/29/trump-russian-bounties-putin-call-385925'],"[4, 3]","- [https://www.politico.com/news/2020/07/29/trump-russian-bounties-putin-call-385925](https://www.politico.com/news/2020/07/29/trump-russian-bounties-putin-call-385925)

","trump said he did not ask vladimir putin about reported bounties on u.s. troops during a call with the russian leader because it was “fake news.” during an interview with axios, trump added that no report about bounties reached his desk and that, contrary to what had been reported, he read his daily intelligence briefings. “you know, i read a lot,” he said. “they like to say i don’t read. i read a lot. i comprehend extraordinarily well, probably better than anybody that you’ve interviewed in a long time. i read a lot.”","['Russia', 'China']"
6cee5523-a947-460f-b1de-fdfc5127a571,"📋 Policy

🔴 White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia

","July 29, 2020",2020-07-29,"The Trump administration said it would block any new applications to DACA, the Obama-era program that protects young people from deportation. The move was announced a month after the Supreme Court ruled against the administration’s efforts to eliminate the program.",2020-11-05 02:35:36.675210,['https://apnews.com/4410f751345c305676ba82ff1521ed6c'],"[7, 2]","- [https://apnews.com/4410f751345c305676ba82ff1521ed6c](https://apnews.com/4410f751345c305676ba82ff1521ed6c)

","the trump administration said it would block any new applications to daca, the obama-era program that protects young people from deportation. the move was announced a month after the supreme court ruled against the administration’s efforts to eliminate the program.",[]
e6099c31-2ded-4aa8-9192-4bc1b4827576,"📱 Public Statements / Tweets

💰 Trump Family Business Dealings

","July 28, 2020",2020-07-28,"Trump and his son Donald Trump Jr. shared a video of a group of people in white medical coats dismissing the importance of masks and touting the benefits of hydroxychloroquine, the drug that the president had touted as a coronavirus treatment but that medical experts discredited. The video of the self-proclaimed “America’s Frontline Doctors” was viewed tens of millions of times on Facebook, YouTube and Twitter before the websites were able to remove it. “For some reason the internet wanted to take them down and took them off,” Trump said. “I think they are very respected doctors.”",2020-11-05 02:35:36.645295,['https://www.nytimes.com/2020/07/28/technology/virus-video-trump.html'],"[3, 6]","- [https://www.nytimes.com/2020/07/28/technology/virus-video-trump.html](https://www.nytimes.com/2020/07/28/technology/virus-video-trump.html)

","trump and his son donald trump jr. shared a video of a group of people in white medical coats dismissing the importance of masks and touting the benefits of hydroxychloroquine, the drug that the president had touted as a coronavirus treatment but that medical experts discredited. the video of the self-proclaimed “america’s frontline doctors” was viewed tens of millions of times on facebook, youtube and twitter before the websites were able to remove it. “for some reason the internet wanted to take them down and took them off,” trump said. “i think they are very respected doctors.”",['Coronavirus']
c5cc7a36-3721-478d-9686-3c66b3ba3f46,"📱 Public Statements / Tweets

🔴 White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia

","July 28, 2020",2020-07-28,"Former Presidents Clinton, Bush and Obama were scheduled to attend the funeral of civil rights icon and Congressman John Lewis, and when asked if he, too, would pay his respects, Trump replied, “No. I won’t be going, no.”",2020-11-05 02:35:36.609113,['https://www.washingtonpost.com/politics/2020/07/28/daily-202-trump-skipping-john-lewiss-memorial-events-is-part-pattern-snubbing-foes-even-death/'],"[3, 2]","- [https://www.washingtonpost.com/politics/2020/07/28/daily-202-trump-skipping-john-lewiss-memorial-events-is-part-pattern-snubbing-foes-even-death/](https://www.washingtonpost.com/politics/2020/07/28/daily-202-trump-skipping-john-lewiss-memorial-events-is-part-pattern-snubbing-foes-even-death/)

","former presidents clinton, bush and obama were scheduled to attend the funeral of civil rights icon and congressman john lewis, and when asked if he, too, would pay his respects, trump replied, “no. i won’t be going, no.”",[]
055df2f4-d361-4745-9225-bae8757659a6,"📱 Public Statements / Tweets

","July 27, 2020",2020-07-27,"Trump announced that he had been invited by the New York Yankees to throw out the ceremonial first pitch at a Yankees game in August — sharing the news an hour before Dr. Anthony Fauci, the government’s top infectious disease expert with whom Trump has sparred, threw the opening pitch in the Yankees’ first game of the season. The Yankees, however, had never invited Trump, and the White House followed his statement by saying that the president was, in fact, booked on the day of the game and had to cancel.",2020-11-05 02:35:36.454743,['https://www.nytimes.com/2020/07/27/us/politics/trump-yankees-fauci.html'],[3],"- [https://www.nytimes.com/2020/07/27/us/politics/trump-yankees-fauci.html](https://www.nytimes.com/2020/07/27/us/politics/trump-yankees-fauci.html)

","trump announced that he had been invited by the new york yankees to throw out the ceremonial first pitch at a yankees game in august — sharing the news an hour before dr. anthony fauci, the government’s top infectious disease expert with whom trump has sparred, threw the opening pitch in the yankees’ first game of the season. the yankees, however, had never invited trump, and the white house followed his statement by saying that the president was, in fact, booked on the day of the game and had to cancel.",[]
b581c39b-16ed-4d7b-a3a8-de5aecc8f5e2,"📋 Policy

📱 Public Statements / Tweets

🔴 White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia

","July 23, 2020",2020-07-23,"Reaching out to “the Suburban Housewives of America,” Trump indicated that he would repeal an Obama-era fair-housing rule. “Biden will destroy your neighborhood and your American Dream,” he wrote in a tweet. “I will preserve it, and make it even better!”",2020-11-05 02:35:36.612702,['https://www.washingtonpost.com/politics/trump-suburbs-biden-housing-suburban-housewives/2020/07/23/2f269980-ccf5-11ea-bc6a-6841b28d9093_story.html'],"[7, 3, 2]","- [https://www.washingtonpost.com/politics/trump-suburbs-biden-housing-suburban-housewives/2020/07/23/2f269980-ccf5-11ea-bc6a-6841b28d9093_story.html](https://www.washingtonpost.com/politics/trump-suburbs-biden-housing-suburban-housewives/2020/07/23/2f269980-ccf5-11ea-bc6a-6841b28d9093_story.html)

","reaching out to “the suburban housewives of america,” trump indicated that he would repeal an obama-era fair-housing rule. “biden will destroy your neighborhood and your american dream,” he wrote in a tweet. “i will preserve it, and make it even better!”",[]
167161a8-c332-4979-a54f-fff6d64800be,"📱 Public Statements / Tweets

🧑‍💼 Trump Staff & Administration

🗣 Sexual Misconduct, Harassment, & Bullying

","July 22, 2020",2020-07-22,"During a press briefing on the coronavirus, Trump extended his sympathies to Ghislaine Maxwell, who was arrested on charges of aiding sex offender Jeffrey Epstein. “I wish her well, frankly,” Trump said. “I’ve met her numerous times over the years, especially since I lived in Palm Beach, and I guess they lived in Palm Beach. But I wish her well, whatever it is.”",2020-11-05 02:35:36.571119,['https://www.washingtonpost.com/politics/trump-says-of-jeffrey-epsteins-partner-ghislaine-maxwell-i-wish-her-well/2020/07/21/dbc8df84-cba3-11ea-91f1-28aca4d833a0_story.html'],"[3, 5, 1]","- [https://www.washingtonpost.com/politics/trump-says-of-jeffrey-epsteins-partner-ghislaine-maxwell-i-wish-her-well/2020/07/21/dbc8df84-cba3-11ea-91f1-28aca4d833a0_story.html](https://www.washingtonpost.com/politics/trump-says-of-jeffrey-epsteins-partner-ghislaine-maxwell-i-wish-her-well/2020/07/21/dbc8df84-cba3-11ea-91f1-28aca4d833a0_story.html)

","during a press briefing on the coronavirus, trump extended his sympathies to ghislaine maxwell, who was arrested on charges of aiding sex offender jeffrey epstein. “i wish her well, frankly,” trump said. “i’ve met her numerous times over the years, especially since i lived in palm beach, and i guess they lived in palm beach. but i wish her well, whatever it is.”",['Coronavirus']
28ff3a27-84e8-465f-ad28-2c2a20d894e2,"📱 Public Statements / Tweets

","July 22, 2020",2020-07-22,"Amid protests in American cities, Trump’s re-election campaign published a Facebook ad showing the president standing with police leaders — contrasted with an image of protesters attacking a police officer on the ground. The ad read “personal safety vs. chaos & violence.” The man who took the photo of the protesters confirmed that it had nothing to do with U.S. demonstrations and that he took the picture in Ukraine in 2014.",2020-11-05 02:35:36.771804,['https://www.businessinsider.com/trump-campaign-ad-police-officer-attacked-2014-ukraine-protests-2020-7'],[3],"- [https://www.businessinsider.com/trump-campaign-ad-police-officer-attacked-2014-ukraine-protests-2020-7](https://www.businessinsider.com/trump-campaign-ad-police-officer-attacked-2014-ukraine-protests-2020-7)

","amid protests in american cities, trump’s re-election campaign published a facebook ad showing the president standing with police leaders — contrasted with an image of protesters attacking a police officer on the ground. the ad read “personal safety vs. chaos & violence.” the man who took the photo of the protesters confirmed that it had nothing to do with u.s. demonstrations and that he took the picture in ukraine in 2014.",[]
85ae6a31-bd77-4176-8497-e5f1555bcbe6,"📱 Public Statements / Tweets

","July 22, 2020",2020-07-22,"Trump again boasted about the results of a cognitive test that he took. “It was 30 to 35 questions,” he said during a Fox News interview. “The first questions are very easy. The last questions are much more difficult. Like a memory question. It’s, like, you’ll go: Person. Woman. Man. Camera. TV. So they say, ‘Could you repeat that?’ So I said, ‘Yeah. It’s: Person. Woman. Man. Camera. TV.’” Trump continued: “They say, ’That’s amazing. How did you do that?’” I do it because I have, like, a good memory, because I’m cognitively there. Now, Joe should take that test, because something’s going on. And, and, I say this with respect. I mean — going to probably happen to all of us, right? You know? It’s going to happen.""",2020-11-05 02:35:36.450439,['https://www.nytimes.com/2020/07/22/us/politics/trump-cognitive-test-results.html'],[3],"- [https://www.nytimes.com/2020/07/22/us/politics/trump-cognitive-test-results.html](https://www.nytimes.com/2020/07/22/us/politics/trump-cognitive-test-results.html)

","trump again boasted about the results of a cognitive test that he took. “it was 30 to 35 questions,” he said during a fox news interview. “the first questions are very easy. the last questions are much more difficult. like a memory question. it’s, like, you’ll go: person. woman. man. camera. tv. so they say, ‘could you repeat that?’ so i said, ‘yeah. it’s: person. woman. man. camera. tv.’” trump continued: “they say, ’that’s amazing. how did you do that?’” i do it because i have, like, a good memory, because i’m cognitively there. now, joe should take that test, because something’s going on. and, and, i say this with respect. i mean — going to probably happen to all of us, right? you know? it’s going to happen.""",[]
ac54b4c8-39e4-478b-afd2-fe1c8beb614e,"📋 Policy

🔴 White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia

","July 21, 2020",2020-07-21,"Trump signed a memo to have the Commerce Department compile data on undocumented immigrants — in order to exclude them from the 2020 census, which determines the apportionment of seats in the House of Representatives.",2020-11-05 02:35:36.480505,['https://www.politico.com/news/2020/07/21/trump-undocumented-immigrants-census-376241'],"[7, 2]","- [https://www.politico.com/news/2020/07/21/trump-undocumented-immigrants-census-376241](https://www.politico.com/news/2020/07/21/trump-undocumented-immigrants-census-376241)

","trump signed a memo to have the commerce department compile data on undocumented immigrants — in order to exclude them from the 2020 census, which determines the apportionment of seats in the house of representatives.",[]
467339fc-5f14-4ca4-984d-460dbeddbfe5,"📋 Policy

📱 Public Statements / Tweets

🔴 White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia

","July 20, 2020",2020-07-20,"Blaming Democrats for allowing cities to get “out of control,” Trump said he planned to send more federal agents to Chicago and other cities. “Look at what’s going on,” he said of cities, “all run by very liberal Democrats. All run, really, by radical left… If Biden got in, that would be true for the country. The whole country would go to hell. And we’re not going to let it go to hell.”",2020-11-05 02:35:36.759457,['https://www.nytimes.com/2020/07/20/us/politics/trump-chicago-portland-federal-agents.html'],"[7, 3, 2]","- [https://www.nytimes.com/2020/07/20/us/politics/trump-chicago-portland-federal-agents.html](https://www.nytimes.com/2020/07/20/us/politics/trump-chicago-portland-federal-agents.html)

","blaming democrats for allowing cities to get “out of control,” trump said he planned to send more federal agents to chicago and other cities. “look at what’s going on,” he said of cities, “all run by very liberal democrats. all run, really, by radical left… if biden got in, that would be true for the country. the whole country would go to hell. and we’re not going to let it go to hell.”",[]
f1f3e3fa-4fbd-40c3-8538-079d939a9c06,"📱 Public Statements / Tweets

","July 19, 2020",2020-07-19,"Trump said he might not accept the results of the 2020 presidential election if he loses. “You don’t know until you see,” he said in a Fox News interview. “It depends. I think mail-in voting is going to rig the election. I really do.” During the interview, Trump also falsely stated that the United States’ coronavirus mortality rate was “one of the lowest” in the world. He added that his prediction about the pandemic would come true. “It’s going to disappear, and I’ll be right,” he said. “Because I’ve been right probably more than anybody else.”",2020-11-05 02:35:36.556549,['https://www.nytimes.com/2020/07/19/us/politics/trump-fox-interview-coronavirus-race.html'],[3],"- [https://www.nytimes.com/2020/07/19/us/politics/trump-fox-interview-coronavirus-race.html](https://www.nytimes.com/2020/07/19/us/politics/trump-fox-interview-coronavirus-race.html)

","trump said he might not accept the results of the 2020 presidential election if he loses. “you don’t know until you see,” he said in a fox news interview. “it depends. i think mail-in voting is going to rig the election. i really do.” during the interview, trump also falsely stated that the united states’ coronavirus mortality rate was “one of the lowest” in the world. he added that his prediction about the pandemic would come true. “it’s going to disappear, and i’ll be right,” he said. “because i’ve been right probably more than anybody else.”",['Coronavirus']
7ae9325b-6bbd-4d07-aec1-075a5ce73258,"📋 Policy

","July 18, 2020",2020-07-18,"The Trump administration reportedly fought to keep states from getting billions of dollars of coronavirus relief money to conduct testing and contact tracing. Republican senators also wanted to have billions go to the Centers for Disease Control and Prevention, but the administration tried to block that funding as well.",2020-11-05 02:35:36.598520,['https://www.washingtonpost.com/us-policy/2020/07/18/white-house-testing-budget-cdc-coronavirus/'],[7],"- [https://www.washingtonpost.com/us-policy/2020/07/18/white-house-testing-budget-cdc-coronavirus/](https://www.washingtonpost.com/us-policy/2020/07/18/white-house-testing-budget-cdc-coronavirus/)

","the trump administration reportedly fought to keep states from getting billions of dollars of coronavirus relief money to conduct testing and contact tracing. republican senators also wanted to have billions go to the centers for disease control and prevention, but the administration tried to block that funding as well.",['Coronavirus']
fffaabb7-5e4b-4c74-802b-561bcb392e39,"📋 Policy

","July 17, 2020",2020-07-17,"The official portraits of former Presidents Bill Clinton and George W. Bush were taken out of the Grand Foyer of the White House, where portraits of recent presidents have long been displayed. The paintings were moved to the Old Family Dining Room, which is seldom visited. Trump had yet to unveil a portrait of former President Obama.",2020-11-05 02:35:36.716708,['https://www.cnn.com/2020/07/17/politics/white-house-portraits-clinton-bush-trump/index.html'],[7],"- [https://www.cnn.com/2020/07/17/politics/white-house-portraits-clinton-bush-trump/index.html](https://www.cnn.com/2020/07/17/politics/white-house-portraits-clinton-bush-trump/index.html)

","the official portraits of former presidents bill clinton and george w. bush were taken out of the grand foyer of the white house, where portraits of recent presidents have long been displayed. the paintings were moved to the old family dining room, which is seldom visited. trump had yet to unveil a portrait of former president obama.",[]
dfe2148a-40a6-41aa-b5f4-00ba89b5a219,"📋 Policy

","July 17, 2020",2020-07-17,"The House Education and Labor Committee invited CDC Director Robert Redfield to appear at a hearing on schools reopening during the pandemic, but the White House reportedly ordered him not to testify.",2020-11-05 02:35:36.688868,['https://www.politico.com/news/2020/07/17/education-democrats-cdc-director-congress-367935'],[7],"- [https://www.politico.com/news/2020/07/17/education-democrats-cdc-director-congress-367935](https://www.politico.com/news/2020/07/17/education-democrats-cdc-director-congress-367935)

","the house education and labor committee invited cdc director robert redfield to appear at a hearing on schools reopening during the pandemic, but the white house reportedly ordered him not to testify.",[]
a2af0ff1-be8a-4a23-bdaa-27eb5c06b85b,"📋 Policy

📱 Public Statements / Tweets

🔴 White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia

","July 17, 2020",2020-07-17,"Dozens of federal officers descended on the streets of Portland, Oregon, wounding demonstrators and taking some of them away in unmarked vans. Oregon Gov. Kate Brown called the arrests “a blatant abuse of power,” but Trump defended the clampdown. “These are not protesters,” he said at a news conference. “These people are anarchists. These are people that hate our country. And we’re not going to let it go forward.”",2020-11-05 02:35:36.697267,['https://www.nytimes.com/2020/07/17/us/portland-protests.html'],"[7, 3, 2]","- [https://www.nytimes.com/2020/07/17/us/portland-protests.html](https://www.nytimes.com/2020/07/17/us/portland-protests.html)

","dozens of federal officers descended on the streets of portland, oregon, wounding demonstrators and taking some of them away in unmarked vans. oregon gov. kate brown called the arrests “a blatant abuse of power,” but trump defended the clampdown. “these are not protesters,” he said at a news conference. “these people are anarchists. these are people that hate our country. and we’re not going to let it go forward.”",[]
1f1b6a73-fa04-498f-8d6f-210c1db6c26a,"📋 Policy

🧑‍💼 Trump Staff & Administration

","July 16, 2020",2020-07-16,"Science “should not stand in the way of” schools reopening during a pandemic, said White House press secretary Kayleigh McEnany. When her comments were reported, she said the coverage was a “case study in media bias.”",2020-11-05 02:35:36.529458,['https://www.nbcnews.com/politics/donald-trump/white-house-press-secretary-science-should-not-stand-way-schools-n1234102'],"[7, 5]","- [https://www.nbcnews.com/politics/donald-trump/white-house-press-secretary-science-should-not-stand-way-schools-n1234102](https://www.nbcnews.com/politics/donald-trump/white-house-press-secretary-science-should-not-stand-way-schools-n1234102)

","science “should not stand in the way of” schools reopening during a pandemic, said white house press secretary kayleigh mcenany. when her comments were reported, she said the coverage was a “case study in media bias.”",[]
652ddfd4-e607-43bc-bbce-c09e2b330f21,"💰 Trump Family Business Dealings

","July 15, 2020",2020-07-15,"White House adviser Ivanka Trump, the president’s daughter, posted an image on social media of her holding up a can of Goya beans — days after a boycott of the company was announced in response to Goya’s CEO praising Trump. Employees of the executive branch (except for the president and vice president) are prohibited from using public office “for the endorsement of any product, service, or enterprise.”",2020-11-05 02:35:36.698538,['https://www.cbsnews.com/news/ivanka-trump-goya-beans-tweet-backlash/'],[6],"- [https://www.cbsnews.com/news/ivanka-trump-goya-beans-tweet-backlash/](https://www.cbsnews.com/news/ivanka-trump-goya-beans-tweet-backlash/)

","white house adviser ivanka trump, the president’s daughter, posted an image on social media of her holding up a can of goya beans — days after a boycott of the company was announced in response to goya’s ceo praising trump. employees of the executive branch (except for the president and vice president) are prohibited from using public office “for the endorsement of any product, service, or enterprise.”",[]
18b995a5-527d-47be-a679-87cc82d8f1e9,"📋 Policy

","July 14, 2020",2020-07-14,"All data about patients with the coronavirus must be sent by hospitals to a central database in Washington, D.C., the Trump administration said. The order bypassed the Centers for Disease Control and Prevention and meant that information might not be accessible to the public.",2020-11-05 02:35:36.758505,['https://www.nytimes.com/2020/07/14/us/politics/trump-cdc-coronavirus.html'],[7],"- [https://www.nytimes.com/2020/07/14/us/politics/trump-cdc-coronavirus.html](https://www.nytimes.com/2020/07/14/us/politics/trump-cdc-coronavirus.html)

","all data about patients with the coronavirus must be sent by hospitals to a central database in washington, d.c., the trump administration said. the order bypassed the centers for disease control and prevention and meant that information might not be accessible to the public.",['Coronavirus']
6d9fe05e-0a47-47c0-8e7f-92323363237a,"📱 Public Statements / Tweets

🔴 White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia

","July 14, 2020",2020-07-14,"When asked in an interview with CBS News why African Americans are “still dying at the hands of law enforcement in this country,” Trump replied, “So are white people. What a terrible question to ask.”",2020-11-05 02:35:36.639232,['https://www.cbsnews.com/news/trump-black-americans-killed-police-so-are-white-people/'],"[3, 2]","- [https://www.cbsnews.com/news/trump-black-americans-killed-police-so-are-white-people/](https://www.cbsnews.com/news/trump-black-americans-killed-police-so-are-white-people/)

","when asked in an interview with cbs news why african americans are “still dying at the hands of law enforcement in this country,” trump replied, “so are white people. what a terrible question to ask.”",[]
0c50a097-33a2-4a66-8e6e-ec648932c2c0,"📱 Public Statements / Tweets

🔴 White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia

","July 12, 2020",2020-07-12,"Trump warned of automatic prison sentences for anyone who harmed federal monuments. In a tweet, he wrote, “No, Radical Left anarchists, agitators, looters or protesters will not be knocking down or harming the Washington Monument, the Lincoln or Jefferson Memorials, or just about any other Federal Monument or Statue. If they even try, an automatic 10 years in prison. Sorry!”",2020-11-05 02:35:36.489314,['https://twitter.com/realDonaldTrump/status/1282291265661472771'],"[3, 2]","- [https://twitter.com/realDonaldTrump/status/1282291265661472771](https://twitter.com/realDonaldTrump/status/1282291265661472771)

","trump warned of automatic prison sentences for anyone who harmed federal monuments. in a tweet, he wrote, “no, radical left anarchists, agitators, looters or protesters will not be knocking down or harming the washington monument, the lincoln or jefferson memorials, or just about any other federal monument or statue. if they even try, an automatic 10 years in prison. sorry!”",[]
7c70d415-2a78-4653-b9f9-fe6f63e29145,"📱 Public Statements / Tweets

","July 11, 2020",2020-07-11,"Trump wore a mask while visiting Walter Reed National Military Medical Center to meet healthcare workers and wounded service members. Before leaving the White House, he told reporters, “When you’re in a hospital, especially… I think it’s a great thing to wear a mask.” It was, however, the first time Trump was seen in public with a mask during the pandemic — for months, he had dismissed the idea of wearing one.",2020-11-05 02:35:36.600762,['https://apnews.com/7651589ac439646e5cf873d021f1f4b6'],[3],"- [https://apnews.com/7651589ac439646e5cf873d021f1f4b6](https://apnews.com/7651589ac439646e5cf873d021f1f4b6)

","trump wore a mask while visiting walter reed national military medical center to meet healthcare workers and wounded service members. before leaving the white house, he told reporters, “when you’re in a hospital, especially… i think it’s a great thing to wear a mask.” it was, however, the first time trump was seen in public with a mask during the pandemic — for months, he had dismissed the idea of wearing one.",['Coronavirus']
464411a9-3019-4929-b399-19f11ac4cb56,"📋 Policy

📱 Public Statements / Tweets

","July 10, 2020",2020-07-10,"Without elaborating on what he wrote in two tweets, Trump said he was ordering the Treasury Department to “re-examine” the tax-exempt status of schools. “Too many Universities and School Systems are about Radical Left Indoctrination, not Education,” he wrote. “Therefore, I am telling the Treasury Department to re-examine their Tax-Exempt Status…… and/or Funding, which will be taken away if this Propaganda or Act Against Public Policy continues. Our children must be Educated, not Indoctrinated!”",2020-11-05 02:35:36.727650,['https://www.politico.com/news/2020/07/10/trump-threatens-schools-colleges-356294'],"[7, 3]","- [https://www.politico.com/news/2020/07/10/trump-threatens-schools-colleges-356294](https://www.politico.com/news/2020/07/10/trump-threatens-schools-colleges-356294)

","without elaborating on what he wrote in two tweets, trump said he was ordering the treasury department to “re-examine” the tax-exempt status of schools. “too many universities and school systems are about radical left indoctrination, not education,” he wrote. “therefore, i am telling the treasury department to re-examine their tax-exempt status…… and/or funding, which will be taken away if this propaganda or act against public policy continues. our children must be educated, not indoctrinated!”",[]
3c72a679-d3e5-49d2-85f5-6c598d8d54ac,"📱 Public Statements / Tweets

","July 10, 2020",2020-07-10,"Trump bragged that he “aced” a mental acuity test he recently took at Walter Reed National Military Medical Center. In an interview on Fox News, he said, “I actually took one when I — very recently, when I — when I was — the radical left were saying, is he all there? Is he all there? And I proved I was all there, because I got — I aced it. I aced the test.” Trump added that doctors at the medical center said “they were very surprised. They said, that’s an unbelievable thing. Rarely does anybody do what you just did.” Trump said that he thought his political rival, Joe Biden, should take the same test.",2020-11-05 02:35:36.700511,['https://www.nytimes.com/2020/07/10/us/politics/trump-cognitive-test-health.html'],[3],"- [https://www.nytimes.com/2020/07/10/us/politics/trump-cognitive-test-health.html](https://www.nytimes.com/2020/07/10/us/politics/trump-cognitive-test-health.html)

","trump bragged that he “aced” a mental acuity test he recently took at walter reed national military medical center. in an interview on fox news, he said, “i actually took one when i — very recently, when i — when i was — the radical left were saying, is he all there? is he all there? and i proved i was all there, because i got — i aced it. i aced the test.” trump added that doctors at the medical center said “they were very surprised. they said, that’s an unbelievable thing. rarely does anybody do what you just did.” trump said that he thought his political rival, joe biden, should take the same test.",[]
3dd7c9e2-3d1d-4a48-8082-352c05e52ae0,"🧑‍💼 Trump Staff & Administration

","July 10, 2020",2020-07-10,"Trump commuted the prison sentence of his friend and political adviser Roger Stone, who had been convicted of obstructing a criminal investigation into Russia’s interference in the 2016 U.S. election. A former aide to Richard Nixon who described himself as a “dirty trickster,” Stone was declared “a free man!” in a White House statement just days before he was to begin a 40-month prison term.",2020-11-05 02:35:36.710752,['https://www.washingtonpost.com/politics/trump-says-hes-looking-at-pardoning-roger-stone-ahead-of-prison-term/2020/07/10/d1a1e5ea-c2b7-11ea-b4f6-cb39cd8940fb_story.html'],[5],"- [https://www.washingtonpost.com/politics/trump-says-hes-looking-at-pardoning-roger-stone-ahead-of-prison-term/2020/07/10/d1a1e5ea-c2b7-11ea-b4f6-cb39cd8940fb_story.html](https://www.washingtonpost.com/politics/trump-says-hes-looking-at-pardoning-roger-stone-ahead-of-prison-term/2020/07/10/d1a1e5ea-c2b7-11ea-b4f6-cb39cd8940fb_story.html)

","trump commuted the prison sentence of his friend and political adviser roger stone, who had been convicted of obstructing a criminal investigation into russia’s interference in the 2016 u.s. election. a former aide to richard nixon who described himself as a “dirty trickster,” stone was declared “a free man!” in a white house statement just days before he was to begin a 40-month prison term.",['Russia']
500bdd44-2979-4286-9caf-f0ca15378372,"📱 Public Statements / Tweets

","July 10, 2020",2020-07-10,"Trump suggested that thanks to him, people today know that Abraham Lincoln was a Republican. At his Doral golf resort in Florida, he said, “Like people don’t remember, nobody ever heard of it until I came along, nobody remembered it for a long time, or they didn’t use it at least, I use it all the time: Abraham Lincoln was a Republican. You know you say that and people say, ‘I didn’t know that,’ but he was Republican, so we’re doing a great job.”",2020-11-05 02:35:36.774722,['https://www.independent.co.uk/news/world/americas/us-politics/trump-abraham-lincoln-president-doral-golf-resort-venezuela-a9613666.html'],[3],"- [https://www.independent.co.uk/news/world/americas/us-politics/trump-abraham-lincoln-president-doral-golf-resort-venezuela-a9613666.html](https://www.independent.co.uk/news/world/americas/us-politics/trump-abraham-lincoln-president-doral-golf-resort-venezuela-a9613666.html)

","trump suggested that thanks to him, people today know that abraham lincoln was a republican. at his doral golf resort in florida, he said, “like people don’t remember, nobody ever heard of it until i came along, nobody remembered it for a long time, or they didn’t use it at least, i use it all the time: abraham lincoln was a republican. you know you say that and people say, ‘i didn’t know that,’ but he was republican, so we’re doing a great job.”",[]
8d01d9e3-1f43-4be3-bc51-8e7ca3376e96,"🧑‍💼 Trump Staff & Administration

","July 9, 2020",2020-07-09,"Michael Cohen, Trump’s former lawyer who was serving his sentence under home confinement — due to the pandemic — was ordered back to prison. Cohen, who had pleaded guilty to financial crimes and campaign finance violations, had “refused the conditions of his home confinement,” the federal Bureau of Prisons said.",2020-11-05 02:35:36.677304,['https://www.nytimes.com/2020/07/09/nyregion/michael-cohen-arrested.html'],[5],"- [https://www.nytimes.com/2020/07/09/nyregion/michael-cohen-arrested.html](https://www.nytimes.com/2020/07/09/nyregion/michael-cohen-arrested.html)

","michael cohen, trump’s former lawyer who was serving his sentence under home confinement — due to the pandemic — was ordered back to prison. cohen, who had pleaded guilty to financial crimes and campaign finance violations, had “refused the conditions of his home confinement,” the federal bureau of prisons said.",[]
83d9911e-c854-4284-91e7-e0bd79bf0453,"📱 Public Statements / Tweets

","July 9, 2020",2020-07-09,"Trump blasted the Supreme Court for ruling that he could not block the release of his financial records. “This is all a political prosecution,” he wrote on Twitter. “I won the Mueller Witch Hunt, and others, and now I have to keep fighting in a politically corrupt New York. Not fair to this Presidency or Administration!” In another tweet, he wrote, “Courts in the past have given “broad deference.” BUT NOT ME!”",2020-11-05 02:35:36.622446,['https://www.nytimes.com/2020/07/09/us/trump-taxes-supreme-court.html'],[3],"- [https://www.nytimes.com/2020/07/09/us/trump-taxes-supreme-court.html](https://www.nytimes.com/2020/07/09/us/trump-taxes-supreme-court.html)

","trump blasted the supreme court for ruling that he could not block the release of his financial records. “this is all a political prosecution,” he wrote on twitter. “i won the mueller witch hunt, and others, and now i have to keep fighting in a politically corrupt new york. not fair to this presidency or administration!” in another tweet, he wrote, “courts in the past have given “broad deference.” but not me!”",[]
